	id	comment	label
3436	train_003436	khô gà cứng mùi hơi lạ k ngon	1
3437	train_003437	băng_keo gỡ dính giấy màu ko thể_nào chống lem	1
3438	train_003438	búa nhỏ_nhẹ mong_đợi	1
3439	train_003439	đẹp bé mặc yêu	0
3440	train_003440	mua day màu đen jao dây mau nâu k hài lòg	1
3441	train_003441	hình chụp đầu thẳng đầu chữ l giao hàng cable đầu thẳng tiki kiểm_tra hàng hình_mẫu giao bảo_đảm uy_tín	1
3442	train_003442	hành kém chất lượngcon giãn hàng legging kiểu_dáng chất_lượng xấu	1
3443	train_003443	hàng chuan nhu mong doi cam on	1
3444	train_003444	dởm_	1
3445	train_003445	chất_lượng sản_phẩm kém vật nhọn chọc lỗ_chỗ	1
3446	train_003446	hãng	1
3447	train_003447	shop hủ ko shop bịch túi zip to chà_bá	0
3448	train_003448	hài lòg sản_phẩm bẩn cũ xước tùm_lum	1
3449	train_003449	chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp giao hàng giao hàng áo mấy chấm vàng	0
3450	train_003450	sữa cực ngon	0
3451	train_003451	shop phục_vụ kém giao hàng chậm đóng_gói sản_phẩm kém	1
3452	train_003452	sản_phẩm bí móp méo nhăn nhómàu hơi bẩn thất_vọng tui liền	1
3453	train_003453	nc xinh đi mềm size size chuẩn vs dép tụt mua dán keo k trách shop lỗi ok nạ	0
3454	train_003454	sạc ip dung_lượng bó_tay	1
3455	train_003455	sản_phẩm k mô_tả gb sủa gb	1
3456	train_003456	chất_lượng tuyệt_vời giá rẻ hơi thắc_mắc k shop tai_nghe củ sạc giá tiểu_học	0
3457	train_003457	ko bực_mình	1
3458	train_003458	mẫu giao hàng	0
3459	train_003459	đóng_gói sản_phẩm đẹp sản_phẩm định lăng nhằng thủ_tục	1
3460	train_003460	sản_phẩm đẹp < vô_cùng hài_lòng shop < giao hàng lắm	0
3461	train_003461	sản_phẩm sài_ok bao_bì đẹp giao hàng	0
3462	train_003462	glitter ổn đánh trôi tán thích_hợp đi tiệc bling bling giá_thành rẻ xài hoài shop ship hàng cực trầy_xước vỡ món ưng mua màu brass spiked tán bầu mắt chút son đỏ nổi_bật	0
3463	train_003463	shop chất_lượng sản_phẩm tuyệt_vời	0
3464	train_003464	chất_lượng sản_phẩm kém gọi shop ràg nhièưu trường_hợp k hề gq cgắg vặn vớ_vẩn	1
3465	train_003465	mua sạc hong đc > hư	0
3466	train_003466	đóng_gói sản_phẩm đẹp shop phục_vụ giao hàng chất_lượng sản_phẩm tuyệt_vời tiền	0
3467	train_003467	mùi bột nêm lợ hơi đau bụng rẻ ko chất_lượng	1
3468	train_003468	đóng_gói sản_phẩm đẹp giao hàng chua dung nen chua bit chát luong ntn	0
3469	train_003469	tệ vọng mua	1
3470	train_003470	sp độc hôi k dám gặm	1
3471	train_003471	chất_lượng sản_phẩm tuyệt vờingon lắm shop ak	0
3472	train_003472	máy mua hut ko chạy đt gửi khiếu_nại kiểm_tra chẳng gọi dt tắt máy	1
3473	train_003473	chải mi màu trắng đục thấm thấu lém kì lém dám chải ban_đêm ngủ thui mi ko mìn pải chải thử bít hịu ko	0
3474	train_003474	chất_lượng sản_phẩm giao hàng giống_hệt hình	0
3475	train_003475	máy ok nha	0
3476	train_003476	đẹp	0
3477	train_003477	sản_phẩm ok ủng_hộ dài_dài đóng_gói sản_phẩm đẹp shop phục_vụ tiền giao hàng	0
3478	train_003478	hàng chê kiểm_tra vote shop shopee tạm_thời	0
3479	train_003479	giao hàng chất_lượng tạm	0
3480	train_003480	chat luong ok dep đóng_gói sản_phẩm đẹp	0
3481	train_003481	tác_phẩm dương_thụy đọc oxford thương_yêu tác_phẩm dương_thụy tác_phẩm liền đọc đọc chương chán câu_chuyện diễn_biến cao_trào tác_giả bày_tỏ tình_cảm suy_nghĩ nhân_vật email gửi người_thân kiểu gượng_ép tự_nhiên câu_chuyện tình_yêu mai chàng trai truyện đọc hoang_mang nảy_sinh tình_cảm_từ đọc tiểu_thuyết tình_cảm câu_chuyện tình_yêu chóng_vánh hời_hợt cảm_nhận diễn_tả tác_giả dương_thụy tác_phẩm đọc hi_vọng tác_phẩm phụ tình_cảm đọc giả giành	1
3482	train_003482	chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp sim xai tot nha_shop	0
3483	train_003483	xài samsung ngon yên_tâm chất_lượng lắm	0
3484	train_003484	máy chạy cực êm khuyếch tán	0
3485	train_003485	hàng đẹp lắm ảnh giá ok chúc shop buôn may đắt	0
3486	train_003486	k_tot	1
3487	train_003487	đóng_gói sản_phẩm đẹp mùi hơi gắt tý	0
3488	train_003488	chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp đóng_gói sản_phẩm đẹp đóng_gói sản_phẩm đẹp giao hàng	0
3489	train_003489	chất_lượng sản_phẩm tuyệt_vời sh đóng_gói đẹp cẩn_thận	0
3490	train_003490	trai nho hon mih tuog tuon	0
3491	train_003491	chúc thành_công đầu_ra_quân	1
3492	train_003492	giao hàng giá_như máy hút tạm hi_vọng	0
3493	train_003493	sản_phẩm ok hướng_dẫn chi_tiết chúc shop phát_đạt	0
3494	train_003494	giá tiền sp ok sd kqua ko sẽe review xài tiki gii hàng đẹp	1
3495	train_003495	ko hài_lòng sp size giao size	0
3496	train_003496	giao hàng tiền vải mềm ấm	0
3497	train_003497	sạc tiếng full pin xả sạc ngon_lành sạc s bao trâu	0
3498	train_003498	chất_lượng sản_phẩm kém thủng	1
3499	train_003499	chất_lượng sản_phẩm kém	1
3500	train_003500	sp đẹp êm chân	0
3501	train_003501	chất_lượng sản_phẩm tuyệt_vời hàng giá rẻ chất_lượng	0
3502	train_003502	ngon lắm khô mềm mùi	1
3503	train_003503	mua tuần lắm hàng goon mua hơi thất_vọng bề_mặt thấm ướt khô_ráo goon cũ thắc_mắc liệu hãng	1
3504	train_003504	nút home lỗi	1
3505	train_003505	shop giao hẳn toàn mask mặt ghi_chú chẳng bioaqua buồn	0
3506	train_003506	hàng vs giá nhu vay la reallygood	0
3507	train_003507	đẹp shop hàng đẹp giao hàng	0
3508	train_003508	san pham ko giong mo ta	1
3509	train_003509	cọ siêu đẹp mua	0
3510	train_003510	shop phục_vụ giao hàng sương k phun	0
3511	train_003511	sản_phẩm kém	1
3512	train_003512	chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp tiềnthấm hút xực kỳ ko vón cục thấm mềm giá rẻ ship rẻ ủng_hộ dài_dài	0
3513	train_003513	chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp quà bobby đẹp lun thanks shop nh	0
3514	train_003514	sim mua ma_khong su dung dc vay sendo de nghi sop doi hang toi	1
3515	train_003515	chất_lượng sản_phẩm tuyệt_vời tiền đóng_gói sản_phẩm đẹp vừa_ý ủng_hộ tiếp	0
3516	train_003516	hàng tào_lao mua xong vứt liền mua tức	1
3517	train_003517	chữ tuyệt e cám_ơn shop chúc shop vui_vẻ	0
3518	train_003518	mua hah nhan giao hat de	1
3519	train_003519	giao sai màu màu vàng giao màu xanh tặng cl ốp lưng cl xước lông mèo mặt tặng ốp lưng	1
3520	train_003520	màu_sắc dễ_thương wa chừng vải đẹp	0
3521	train_003521	nát shop	0
3522	train_003522	giao hàng đóng_gói cẩn_thận hàng xài	0
3523	train_003523	mua xài hư lun	1
3524	train_003524	ngu coc ngon ch chủ shop nhiệt_tình tặng quà bé	0
3525	train_003525	chất_lượng sản_phẩm tuyệt_vời	0
3526	train_003526	đóng_gói sản_phẩm đẹp giao hàng chất_lượng sản_phẩm tuyệt_vời	0
3527	train_003527	hàng vỡ chút đợi qias	1
3528	train_003528	chất_lượng giá_cả hợp_lý lắm	0
3529	train_003529	chất_lượng sản_phẩm tuyệt_vời tiền hàng hình mô_tả	0
3530	train_003530	giao hàng chất_lượng dịch_vụ tuyệt_vời	0
3531	train_003531	giày êm hàng tương_đối hình lót giày hơi lỗi xíu	0
3532	train_003532	sản_phẩm shop góp_ý chút shop hạt xốp hộp cẩn_thận xốp bay lung_tung bẩn	0
3533	train_003533	chất_lượng sản_phẩm tuyệt_vời shop phục_vụ hơi bé một_chút	0
3534	train_003534	shop phục_vụ mua quà kèm yêu	0
3535	train_003535	ưng_ý lắm tiền giao hàng	0
3536	train_003536	camera thi dung duoc tang the nho hong khong dung duoc may uy vay lan khong dam mua nua	1
3537	train_003537	áo chất đẹp giá hợp_lý	0
3538	train_003538	thảm hình	1
3539	train_003539	mh mua bi shop gửi bi ak	0
3540	train_003540	s s egde xanh lục bảo châu chuộng	0
3541	train_003541	cứng đẹp đầu viết đầu tự_vệ phá kính	0
3542	train_003542	chất_lượng sản_phẩm tuyệt_vời giá rẻ ngon mua suy_nghĩ	0
3543	train_003543	ok lắm tg giao qấ	0
3544	train_003544	đóng_gói sản_phẩm kémmình size m s shop toàn giao size s đóng_gói size s đôi bé đôi to	1
3545	train_003545	giao hàng tiền đóng_gói sản_phẩm đẹp shop phục_vụ	0
3546	train_003546	beto tác_phẩm xảy xung_quanh thế_giới cún beto tác_phẩm mèo cửa_sổ tác_phẩm xoay quanh thế_giới mèo thế_giới mèo chuột xung_quanh trở_nên sống_động con_người mèo_gấu áo hoa giáo_sư chuột_cống tí_hon chút thu_hút dòng thơ hai mèo cửa_sổ yên đổi chỗ thất_vọng đọc tác_phẩm mạch truyện nhẹ_nhàng bình_dị nhàm_chán nếu_như_ai tác_phẩm beto có_lẽ tác_phẩm	1
3547	train_003547	máy đẹp giá_cả việt_nam	0
3548	train_003548	hàn đẹp	0
3549	train_003549	giày chân xấu hàng f mùi hôi chua cút mèo đi came giác k đc êm haizz tiền trung giày xấu chất xấu	1
3550	train_003550	hàng made in china k ưng lắm	0
3551	train_003551	bánh ngon	1
3552	train_003552	chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp giao hàng	0
3553	train_003553	đóng_gói sản_phẩm đẹp lưu_ý mẹ mua sz sơ_sinh báo shop mẫu cài cúc mặc chui mặc hic k shop mẫu m auto sơ_sinh cúc	0
3554	train_003554	ốp cứng gửi sai màu	1
3555	train_003555	giày ổn nghiêng đẹp trực_diện thô nam đẹp	0
3556	train_003556	mút đựng bao sạch_sẽ ưng giá cskh tệ	1
3557	train_003557	chất_lượng sản_phẩm tuyệt_vời hàng real	0
3558	train_003558	shop phục_vụ tư_vấn nhiệt_tình chất_lượng sản_phẩm tuyệt_vời hạt nở	0
3559	train_003559	hàng kém mềm hỏng thất_vọng	1
3560	train_003560	chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp đẹp siêu ưng lsau ủng_hộ típ shop siêu nhiệt_tình giao hàng cực	0
3561	train_003561	quá_tệ chạy chất_lượng sản_phẩm kém chất_lượng sản_phẩm kém chất_lượng sản_phẩm kém chất_lượng sản_phẩm kém	1
3562	train_003562	xài thử miniband giao hàng siêu đặt_hàng hôm_qua hàng shop hn hcm chất_lượng sản_phẩm tuyệt_vời shop phục_vụ tiền	0
3563	train_003563	đóng_gói sản_phẩm đẹp kem tẩy lông ok serum ntn	0
3564	train_003564	hình_như shop giao nhầm size size đế ghi ko hàg chuẩn f đẹp vlin max_phê	0
3565	train_003565	giao hàng chậmkhông kiểu loai đổi lâunoi ăn_thua	1
3566	train_003566	sản_phẩm tróc sơn shop phục_vụ kém	1
3567	train_003567	hàng pị trầy_xước	1
3568	train_003568	đóng_gói sản_phẩm đẹp vận_chuyển dầu xả tinh_dầu thơm shop	0
3569	train_003569	mua màu hộp son màu rách miệng chai son dấu_hiệu lau_chùi vết_son dính màu son k lẫn màu nâu đen thất_vọng shop	1
3570	train_003570	nút gán gắn dc	1
3571	train_003571	tem bảo_hành dán khay khay gắn ổ_cứng coi bảo_hành dán tem bảo_hành ý_nghĩa	1
3572	train_003572	đóng hàng okhàng chất_lượng chất_lượng sản_phẩm tuyệt_vời	0
3573	train_003573	mua hàng sale lo_lắng nhưg check hàng real	0
3574	train_003574	hàng xịn đẹp ngon bền long_lanh	0
3575	train_003575	tệ bật dc cháy nhắn_tin ko hồi_âm gửi hàng làm_ăn ko hề chút gọi uy_tín moi thận_trọng tiền oan	1
3576	train_003576	hàng ko ảnh chất_lượng sản_phẩm kém tiền	1
3577	train_003577	sách đẹp vs đc bọc lắm giao hàng shipper cux thân_thiện khách_hàng hài long shop ủng_hộ	0
3578	train_003578	chất_lượng sản_phẩm tuyệt_vời shop phục_vụ tiền giao hàng giày đẹp	0
3579	train_003579	hang_đẹp màn dày mua ủng_hộ tiếp shop nhu_cầu	0
3580	train_003580	shop phục_vụ đóng_gói cẩn_thận hàng quà kmãi hàng êm trượt chất_lượng cam_kết	0
3581	train_003581	form hơi size suze hà	0
3582	train_003582	đóng_gói sản_phẩm kém shop phục_vụ kém tiền thiếu_phụ_kiện	1
3583	train_003583	be_ty chag dug dc	1
3584	train_003584	máy loa rè rẹt điện_thoại quá_tệ	1
3585	train_003585	deal shop minh hàng gói thận sách đẹp bọc giấy_bóng ship tận vui ủng_hộ shop shop phục_vụ chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp chất_lượng sản_phẩm tuyệt_vời	0
3586	train_003586	đóng_gói sản_phẩm đẹp chất_lượng shop chất_lượng ok ủng_hộ tiếp	0
3587	train_003587	âm_thanh cảm_giác ồn voice nhiễu âm xài tuần hư thất_vọng	1
3588	train_003588	mua hàng n tội hàng	0
3589	train_003589	giao hàng ko kịp chiền nv gọi shop chất_lượng ok	0
3590	train_003590	giày đẹp shop phục_vụ giao hàng dễ_thương tận_tình	0
3591	train_003591	bực_bội kinh_khủng quà tặng ngưng sale đừng gấu dụ mua họa	1
3592	train_003592	lắm shop ủng_hộ shop tiếp	0
3593	train_003593	hộp lộn_xộn giao hàng chậm	1
3594	train_003594	ô phò k mua	1
3595	train_003595	quạt mua	0
3596	train_003596	sd ko dc	1
3597	train_003597	chất_lượng sản_phẩm tuyệt_vời đi êm sp	0
3598	train_003598	mua bảng giao bảng tiền ko hoàn tiền giao bù sp hàng giao tận nt k thèm tl thái_độ phục_vụ kém đầu	1
3599	train_003599	tiền shop phục_vụ đóng_gói sản_phẩm đẹp chất_lượng sản_phẩm tuyệt_vời	0
3600	train_003600	sản_phẩm xài okie lắm nha máy hư ủng_hộ mua tiếp	0
3601	train_003601	shop phục_vụ kém giao sai màu sản_phẩm	1
3602	train_003602	sạc ip ngang cục sạc xiaomi	1
3603	train_003603	shop phục_vụ	0
3604	train_003604	hàng nhanhsp	0
3605	train_003605	sản_phẩm tạm đc ên cũ ên vải bay màu hời gian giao hàng tạm nc tạm đc shop khắc_phục	0
3606	train_003606	đẹp chạy android mua nghiêm_túc đo vận_động garmin fitbit thẳng tiến	1
3607	train_003607	otg đc nha ko xài đc đừng rate nhá tội shop lắm	0
3608	train_003608	ổn k đk mật_khẩu	0
3609	train_003609	đóng_gói sản_phẩm đẹp chất_lượng sản_phẩm tuyệt_vời ủng_hộ shop	0
3610	train_003610	lắm tiền	0
3611	train_003611	chất_lượng sản_phẩm tuyệt_vời shop tặng dây buộc tóc	0
3612	train_003612	mắc	1
3613	train_003613	đẹp tk_shop	0
3614	train_003614	shop đóng nhầm hàng khách_hàng nt ko trả_lời	1
3615	train_003615	đóng_gói sản_phẩm chất_lượng sản_phẩm tuyệt_vời cám_ơn shop	0
3616	train_003616	sp nhẹ_tay lỏng_lẻo	1
3617	train_003617	sp giong hình	0
3618	train_003618	chất_lượng sản_phẩm uyệt vời	0
3619	train_003619	bánh ngon đc bịt hihi	0
3620	train_003620	dép_y hình đẹp chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp giao hàng	0
3621	train_003621	hàng báo hàng	1
3622	train_003622	đc hàng	0
3623	train_003623	xài đc cháy cmnr	1
3624	train_003624	chất_lượng giao hàng dây sạc đẹp rẻ cửa_hàng	0
3625	train_003625	chất_lượng sản_phẩm kém mùi hôi khó_chịu đế đúc liền viền sắc nét kiểu đúc dép nhựa rẻ_tiền máy vải mỏng hình	1
3626	train_003626	hạnh_nhân bể ntn k đơn hàng ok k gửi nhầm chủ shop	1
3627	train_003627	shop phục_vụ chu_đáo	0
3628	train_003628	giao sản_phẩm shop làm_ăn trách_nhiệm	1
3629	train_003629	nhận_xét vẻ mua đọc hơi thất_vọng tản_văn man_mác buồn na_ná kia tác_giả nỗi buồn xé phân_bổ tập truyện câu_chuyện chớm mở_cửa cảm_xúc vội đóng đọc cắt mạch cảm_xúc đọc quyển tản_văn đọng	1
3630	train_003630	c	1
3631	train_003631	tiền tiền tiền tiền tiền tiền tiền tiền tiền tiền tiền tiền tiền tiền	1
3632	train_003632	chất_lượng sản_phẩm kém đóng_gói sản_phẩm kém shop phục_vụ kém tiền dinh lua gat ng ta vay giao hang bi hu ma ko doi	1
3633	train_003633	sản_phẩm hk mong_đợi	1
3634	train_003634	chán	1
3635	train_003635	packaging đẹp lõi thể_thống j hề tác_dụng dưỡng môi bôi dầu bôi môi đừng phí tiền thỏi dưỡng	1
3636	train_003636	chất_lượng hợp giá tiền mua hàng check tn hàng ko nt báo đổi trực_tuyến shoppe ko check tn alo báo ko tl	1
3637	train_003637	dặt shop size shop giao o size size size shop làm_ăn kiểu lâu_dài dc shop vải thun mỏng đồ bé trai gửi đồ bé gái size thất_vọng	1
3638	train_003638	hàng_không hình size bậy_bạ giày dơ giá rẻ chất_lượng ko nửa giá	1
3639	train_003639	chất_lượng sản_phẩm tuyệt_vời đẹp mn mua shop	0
3640	train_003640	chất_lượng sản_phẩm tuyệt_vời giao hàng cực shop uy_tín	0
3641	train_003641	minh đăt món đồ giao đươc tiên sif ko đươc tai	1
3642	train_003642	rẻ đẹp	0
3643	train_003643	giay đẹp nhu hình rat ok hài_lòng	0
3644	train_003644	gối mùi hôi khó_chịu k	1
3645	train_003645	chất_lượng sản_phẩm tuyệt_vời rẽ êm	0
3646	train_003646	giày ok	0
3647	train_003647	quần kém chất_lượng sp xấu giặc màu nhắn_tin k trả_lời	1
3648	train_003648	hài_lòng shop lắm giá rẻ hàng giao hàng quà yêu	0
3649	train_003649	k mua đc hàng v bt hàng k hợp_lệ	1
3650	train_003650	chất_lượng sản_phẩm tuyệt_vời học mk	0
3651	train_003651	sản_phẩm y hình chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp shop phục_vụ giao hàng	0
3652	train_003652	đeo dc màu dính nãn	1
3653	train_003653	hình sp nhật giao sp trung_quốc giao sai	1
3654	train_003654	sản_phẩm mô_tả dat hang mot dang giao hang mot neo	1
3655	train_003655	hàng chuẩn hàng đầu thử vietnampost giao hàng shop gửi shop q m q đi_nữa shop applenguyen m lựa_chọn cạnh hihi tiền	0
3656	train_003656	chất_lượng sản_phẩm tuyệt_vời	0
3657	train_003657	chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp dễ_thương nx shop phục_vụ	0
3658	train_003658	cỡ giày hơi rộng đi êm chân ổn giày	0
3659	train_003659	k mo tả chi soocla k	1
3660	train_003660	túi bỉm đựng rách vết to vết rách chắn chắn rách	1
3661	train_003661	mua hàng shop ghi_chú màu_sắc mặt_hàng ghi_chú giao sai gọi điện chủ shop bảo rẻ đọc ghi_chú ngẫu_nhiên	1
3662	train_003662	bánh siu bự chất_lượng sản_phẩm tuyệt_vời	0
3663	train_003663	phát_hiện tham_nhũng chấp_nhận hình_phạt pháp_luật hiện_hành tham_nhũng mức_độ qui_định thí_dụ tỷ đồng trở suốt đời diện_tích mua_sắm xe_hơi tiện_nghi sang_trọng tịch_thu toàn_bộ tài_sản	1
3664	train_003664	đông hồ đẹp ưng	0
3665	train_003665	shop hàng kĩ giao lẫn món	0
3666	train_003666	đơn hàng dc	1
3667	train_003667	đóng_gói sản_phẩm kém đóng nắp hở xì bọt pha chất_lỏng	1
3668	train_003668	uy_tín chất_lượng lắm	0
3669	train_003669	e y_hệt bass ko rè mừng	0
3670	train_003670	chất giấy tệ rìa cắt bở mục mua hiệu sách so_sánh kiểu f_vậy giao hàng chậm	1
3671	train_003671	giày đẹp lỗi đèn xíu ngại_đổi shop hứa bù quà km dhop phục_vụ	0
3672	train_003672	chất bb	1
3673	train_003673	đẹp hơi to	1
3674	train_003674	da trắng giao lưới trắng k hài_lòng	1
3675	train_003675	ý_định mua sản_phẩm đừng mua nha lừa_đảo khách_hàng phẩm kém chất_lượng giá tiền ko mua ko xài ko xài hư gọi điện ko bắt máy_khách_hàng máy tóc shop mua chưng vứt sọt rác ko đi đổi đi tận bưu_điện	1
3676	train_003676	sản_phẩm ưng_ý shop tặng quà kèm đóng_gói sản_phẩm đẹp ủng_hộ shop dài_dài	0
3677	train_003677	chất_lượng sản_phẩm tuyệt_vời	0
3678	train_003678	sp lg tính_năng thiết_thực	0
3679	train_003679	tí hiệu_quả thất vong sản_phẩm t ko mua	1
3680	train_003680	shop gởi hàng gói hàng shop quên sample	0
3681	train_003681	chất_lượng sản_phẩm tuyệt_vời táo_ngon	0
3682	train_003682	gói khéo g hợp trà r ko thành_công hợp bụng đi trà_k mệt oke rẻ mua r mua tiếp tặng shop	0
3683	train_003683	chất mềm hơi thô_ráp	0
3684	train_003684	chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp tiền giao hàng shop	0
3685	train_003685	shop lừa_đảo gian_dối lật_lọng gửi hàng ngược ăn_gian	1
3686	train_003686	test shop đóng hàng kĩ bao băng_keo ko chảy	0
3687	train_003687	cân sdung k đc	1
3688	train_003688	sp đẹp tiền	0
3689	train_003689	giao hang ko đung nhu hinh vay	1
3690	train_003690	chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp shop phục_vụ hạt nho nở to ủng_hộ shop tiếp	0
3691	train_003691	tệ hàng shop làm_ăn thất_đức	1
3692	train_003692	chất_lượng sản_phẩm tuyệt_vời tiền đóng_gói hơi sơ_sài	0
3693	train_003693	chất_lượng sản_phẩm kém sạc pin	1
3694	train_003694	son mau đẹp	0
3695	train_003695	chất_lượng sản_phẩm kém giao hàng lừa_đảo	1
3696	train_003696	chất_lượng sản_phẩm tuyệt_vời shop phục_vụ giao hàng dc tang them nua	0
3697	train_003697	sản_phẩm dung_lượng pin ko	1
3698	train_003698	ôi ôi rách vịt trầy	1
3699	train_003699	phần_mềm bảo_mật đi sai phần_mềm dạng malware lừa cài_đặt cố_gắng thu_thập dữ_liệu máy_tính free dĩ_nhiên free tử_tế	1
3700	train_003700	sản_phẩm kém chất_lượng sản_phẩm kém	1
3701	train_003701	ngu coc thom ngon lam	0
3702	train_003702	đồng_hồ hình chạy chậm toàn sai	1
3703	train_003703	shop phục_vụ kém đóng_gói sản_phẩm kém giao hàng chậm	1
3704	train_003704	luu dặn shop bịch hồng bịch xanh shop màu hồng zay	0
3705	train_003705	vải dỏm tiền	1
3706	train_003706	đầu mua đẹp mua quần rộng xấu chào tạm_biệt	1
3707	train_003707	shop gói hàng ok sản_phẩm ưng dự dính shop	0
3708	train_003708	phân_tích bình_luận chứng_minh đẹp xấu tác_phẩm văn_học thể_hiện thành viết người_ta gọi viết văn	1
3709	train_003709	giá rẻ hàng đẹp	0
3710	train_003710	sản_phẩm kém chất_lượng hoàn tiền	1
3711	train_003711	da khô mịnh mụn cám cằm k	1
3712	train_003712	tiền mua hàng ưng_ý	0
3713	train_003713	ngon ủng_hộ chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp tiền giao hàng	0
3714	train_003714	chất_lượng chủ shop nhiệt_tình	0
3715	train_003715	mua mobistar chụp mua mod dìm s_sao mod nhan định công_bằng chụp mobistar thua s nhe phơi s ánh_sáng mobi cháy phoi mobi cửa đơn_giản thế_giới người_ta cam s	1
3716	train_003716	giao sai hàng	1
3717	train_003717	mong_đợi	0
3718	train_003718	hàng đẹp shop	0
3719	train_003719	hàng đẹp y ảnh chất vải đẹp mặc yêu	0
3720	train_003720	shop phục_vụ tiền giao hàng bìa sản_phẩm nhăn	0
3721	train_003721	tiki giao nhầm hàng hãng màu hồng đất màu hồng tím son mềm mượt thiết_kế lỏng_lẻo	1
3722	train_003722	đẹp sám sùng	0
3723	train_003723	mua shop g ngon ko ngừng đc	0
3724	train_003724	yên_tâm hẳn đc chắn tiền lắm shop tham cơx hơi	0
3725	train_003725	giao hàng order hồi trưa chiều giao đóng_gói sản_phẩm tiền nha d	0
3726	train_003726	chất_lượng sản_phẩm tuyệt_vời shop phục_vụ giao hàng hơi chậm đóng_gói ko đẹp lắm	0
3727	train_003727	ko đuợc đun nuớc ko sôi	1
3728	train_003728	đóng_gói sản_phẩm đẹp hơi rộng	0
3729	train_003729	tiền ship tiền món hàng e môn k giao chia mon hang rieng phí ship	1
3730	train_003730	mua hạt chia túi tím check mã_vạch hạt chia túi trắng	1
3731	train_003731	đóng_gói sản_phẩm đẹp giao hàng giao màu	0
3732	train_003732	sữa loãng sữa sữa tan k khuấy nghi sữa giả kém chất_lượng sữa pha ngậy đặc phi_hoà_tan tan mua cẩn_thận lưu_ý optimom gold	1
3733	train_003733	chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp tiền giao hàng	0
3734	train_003734	đóng_gói sản_phẩm đẹp hình	0
3735	train_003735	xanh chuối sám đỏ	1
3736	train_003736	ship hàng làm_việc thân_thiện hàng sản_phẩm_chất_lượng miêu_tả đẹp ủng_hộ shop dài_dài	0
3737	train_003737	mua mask innisfree it s real squeeze mask shop nghi hàng fake đính kèm hình miếng rice bóc bao mask xách hàn miếng rose mua mask rose mua seri nhắn_tin gọi điện chủ shop k trl	1
3738	train_003738	giao hàng trở_lại shop mua	0
3739	train_003739	chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp đẹp lắm sho	0
3740	train_003740	không_vận_hành	1
3741	train_003741	chất_lượng sản_phẩm tuyệt_vời hàng mẫu_mã đóng_gói đẹp	0
3742	train_003742	sach tat nhien bo ich nhung mua ve_chac nguoi doc chu tre thi ko hao hung mấy vi toan la chu ko co hinh minh hoa nhieu de gay thich thu be	0
3743	train_003743	chất_lượng sản_phẩm tuyệt_vời hài_lòng shop sách đẹp đóng_gói sản_phẩm đẹp	0
3744	train_003744	cầm tv	1
3745	train_003745	chất_lượng sản_phẩm tuyệt_vời hy_vọng kha_khá lỗi usb ngược ko lắm	0
3746	train_003746	mua râu thành râu	1
3747	train_003747	shop nhiệt_tình dễ_thương sp mong_đợi	0
3748	train_003748	hàng ọp_ẹp nguyên hộp trông đồ cũ vỏ hở	1
3749	train_003749	chảy chân	1
3750	train_003750	giày đi êm chân tiền	0
3751	train_003751	đóng_gói sp sơ_sài ko đc review comment lớp kiểu màng bọc thực_phẩm mỏng ko vỏ thùng đc ảnh loa_chất lg tương_xứng giá tiền giao hàng ko comment nt shop hàng giao	1
3752	train_003752	hàng đẹp	0
3753	train_003753	hợp_lí giá tiền đi ok	0
3754	train_003754	chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp shop phục_vụ tiền giao hàng đc quà tks shop	0
3755	train_003755	chất_lượng ko mong_muốn áo hai vải hình	1
3756	train_003756	hàng kh hình_ảnh hàng kh rephoàn tiền thẻ cào nạp cũq kh đc ngừi đi	1
3757	train_003757	ngon ủng_hộ ko cay lắm	0
3758	train_003758	chất_lượng sản_phẩm tuyệt_vời shop phục_vụ tiền c tư_vấn chu_đáo	0
3759	train_003759	hàng đẹp lắm form hơi to rộng huhu	0
3760	train_003760	đóng_gói sản_phẩm đẹp	0
